Data Point Number, Analog Reading 1, Analog Reading 2, Analog Reading 3, Current Milliseconds, Microseconds Write Time
9118,397,437,478,16445,1372
9119,398,581,746,16446,1376
9120,399,658,870,16448,1368
9121,397,632,813,16449,1384
9122,397,505,577,16451,3820
9123,398,166,0,16455,1296
9124,398,167,0,16456,1304
9125,397,171,25,16458,1332
9126,396,206,143,16459,1384
9127,397,413,408,16461,1368
9128,398,601,666,16463,1376
9129,399,679,793,16464,1368
9130,397,630,747,16466,1368
9131,396,496,554,16467,1376
9132,397,283,246,16470,1368
9133,398,172,20,16471,1344
9134,398,173,24,16473,1332
9135,397,176,40,16474,1344
9136,396,202,102,16476,1368
9137,397,350,307,16478,1384
9138,397,524,557,16479,1368
9139,398,652,743,16481,1376
9140,398,659,767,16485,3856
9141,396,343,347,16486,1368
9142,398,172,71,16488,1336
9143,399,173,28,16489,1344
9144,397,176,44,16491,1332
9145,396,219,122,16492,1384
9146,396,370,335,16494,1368
9147,397,531,572,16495,1384
9148,398,641,738,16497,1368
9149,397,638,744,16499,1376
9150,396,549,626,16500,1368
9151,396,368,369,16502,1368
9152,397,173,85,16503,1332
9153,398,173,25,16505,1332
9154,398,174,36,16506,1344
9155,396,177,57,16508,1332
9156,396,285,217,16509,1384
9157,396,460,459,16512,1368
9158,397,610,952,16522,9888
9159,398,173,97,16523,1344
9160,396,175,72,16525,1340
9161,396,261,200,16526,1388
9162,396,438,434,16528,1368
9163,397,603,657,16530,1384
9164,398,683,773,16531,1372
9165,396,634,730,16533,1372
9166,395,503,557,16534,1384
9167,396,293,282,16536,1368
9168,397,171,61,16537,1344
9169,398,173,26,16539,1340
9170,396,174,42,16540,1348
9171,396,200,107,16542,1376
9172,396,355,314,16544,1384
9173,396,545,562,16545,1372
9174,397,694,763,16547,1376
9175,397,712,802,16548,1368
9176,396,366,337,16552,3888
9177,397,169,83,16555,1332
9178,398,168,16,16556,1340
9179,396,169,26,16558,1332
9180,396,175,68,16559,1344
9181,396,319,276,16561,1368
9182,397,569,573,16562,1384
9183,398,742,810,16564,1368
9184,397,742,868,16566,1384
9185,396,727,805,16567,1368
9186,396,478,525,16569,1368
9187,396,166,145,16570,1376
9188,398,158,0,16572,1292
9189,398,140,0,16573,1296
9190,396,150,0,16575,1300
9191,396,175,77,16576,1340
9192,396,362,340,16578,1368
9193,397,793,883,16579,1384
9194,398,776,997,16583,3896
9195,396,512,591,16585,1368
9196,397,134,112,16587,1384
9197,398,130,0,16588,1292
9198,398,109,0,16590,1312
9199,396,134,0,16591,1296
9200,396,168,62,16593,1348
9201,396,374,378,16594,1368
9202,397,837,893,16596,1376
9203,399,838,1023,16598,1412
9204,397,832,1023,16600,1412
9205,396,743,860,16601,1384
9206,396,100,258,16603,1368
9207,397,99,0,16604,1268
9208,398,96,0,16606,1256
9209,397,114,0,16607,1312
9210,396,143,0,16609,1296
9211,396,190,140,16610,1388
9212,397,718,787,16614,3572
9213,397,883,1023,16616,1408
9214,397,816,1023,16617,1412
9215,396,226,326,16619,1372
9216,397,69,0,16620,1268
9217,398,57,0,16622,1264
9218,398,70,0,16623,1272
9219,397,101,0,16625,1296
9220,396,157,25,16626,1340
9221,397,419,473,16628,1368
9222,398,888,989,16629,1384
9223,399,929,1023,16631,1408
9224,397,877,1023,16633,1420
9225,396,759,889,16634,1372
9226,397,70,249,16636,1328
9227,397,98,0,16637,1252
9228,399,73,0,16640,1264
9229,397,116,0,16641,1300
9230,396,130,0,16643,3736
9231,398,894,851,16647,1388
9232,399,885,1023,16648,1412
9233,397,885,1023,16650,1416
9234,396,795,938,16651,1380
9235,397,78,279,16653,1336
9236,398,38,0,16654,1268
9237,399,61,0,16656,1268
9238,398,89,0,16657,1256
9239,397,123,0,16659,1300
9240,397,171,97,16660,1336
9241,397,767,790,16662,1368
9242,398,919,1023,16663,1412
9243,399,921,1023,16665,1412
9244,397,863,1023,16667,1420
9245,397,619,707,16668,1372
9246,397,43,165,16670,1336
9247,398,86,0,16671,1256
9248,399,70,0,16673,1268
9249,397,167,83,16676,1344
9250,398,583,639,16678,1368
9251,399,867,1010,16680,1420
9252,399,832,1023,16681,1412
9253,397,822,1023,16684,1412
9254,397,514,612,16685,1376
9255,397,70,134,16687,1336
9256,398,74,0,16688,1268
9257,399,100,0,16690,1300
9258,397,127,0,16691,1312
9259,397,156,1,16693,1300
9260,397,250,237,16694,1388
9261,398,826,848,16696,1368
9262,399,877,1023,16698,1420
9263,398,814,1023,16699,1412
9264,397,788,992,16701,1372
9265,397,235,321,16702,1376
9266,398,74,0,16704,1252
9267,397,128,0,16708,1304
9268,396,161,0,16709,1300
9269,397,242,227,16711,1384
9270,398,804,840,16712,1368
9271,399,887,1023,16714,1408
9272,398,861,1023,16715,1412
9273,397,803,997,16717,1372
9274,397,205,322,16719,1384
9275,398,87,3,16720,1252
9276,399,94,0,16721,1272
9277,398,111,0,16723,1296
9278,397,136,0,16724,1312
9279,397,166,64,16727,1340
9280,397,441,480,16728,1384
9281,398,871,943,16730,1372
9282,399,894,1023,16732,1412
9283,397,822,1023,16733,1416
9284,396,686,803,16735,1372
9285,398,87,28,16739,1296
9286,398,124,0,16740,1292
9287,397,131,0,16742,1292
9288,396,168,66,16743,1336
9289,397,470,535,16745,1368
9290,398,875,967,16746,1376
9291,399,892,1023,16748,1408
9292,397,846,1023,16749,1420
9293,396,696,815,16751,1372
9294,397,73,233,16753,1336
9295,398,112,0,16754,1292
9296,398,99,0,16756,1260
9297,397,136,0,16757,1296
9298,396,146,0,16758,1304
9299,396,188,143,16760,1376
9300,397,783,794,16762,1376
9301,398,851,1023,16763,1408
9302,398,873,1023,16765,1412
9303,396,142,0,16776,9820
9304,396,181,132,16777,1368
9305,397,734,782,16779,1372
9306,398,880,1023,16780,1424
9307,398,873,1023,16782,1408
9308,397,826,1023,16784,1424
9309,396,478,584,16785,1372
9310,397,57,123,16787,1336
9311,398,110,0,16788,1292
9312,398,99,0,16790,1264
9313,397,138,0,16791,1296
9314,396,157,12,16793,1340
9315,396,310,337,16794,1376
9316,397,858,896,16796,1372
9317,399,892,1023,16797,1424
9318,397,856,1023,16799,1408
9319,396,785,921,16801,1384
9320,397,105,275,16802,1368
9321,398,126,0,16806,1296
9322,396,132,0,16808,1300
9323,396,160,38,16809,1332
9324,396,353,378,16812,1376
9325,397,822,916,16813,1368
9326,398,885,1023,16815,1408
9327,397,846,1023,16816,1412
9328,396,768,882,16818,1372
9329,396,90,256,16819,1344
9330,397,71,0,16821,1256
9331,398,97,0,16822,1272
9332,397,118,0,16824,1300
9333,396,140,0,16825,1312
9334,396,175,120,16827,1376
9335,396,711,770,16828,1384
9336,398,876,1023,16830,1408
9337,398,878,1023,16832,1416
9338,396,811,1023,16833,1416
9339,397,81,142,16837,1340
9340,398,100,0,16839,1292
9341,397,121,0,16840,1304
9342,396,144,0,16842,1292
9343,396,191,160,16843,1380
9344,397,772,828,16845,1372
9345,398,882,1023,16846,1420
9346,398,868,1023,16848,1412
9347,396,819,1023,16850,1416
9348,396,438,523,16851,1380
9349,397,56,60,16854,1292
9350,397,96,0,16855,1260
9351,398,105,0,16857,1296
9352,397,143,0,16858,1296
9353,396,157,24,16860,1340
9354,396,325,359,16861,1384
9355,397,846,940,16863,1368
9356,398,879,1023,16864,1420
9357,396,608,715,16868,3588
9358,396,64,149,16870,1336
9359,397,116,0,16871,1292
9360,398,106,0,16873,1292
9361,397,140,0,16874,1296
9362,396,151,0,16876,1292
9363,396,239,237,16877,1372
9364,397,813,887,16879,1368
9365,398,885,1023,16880,1412
9366,397,854,1023,16882,1412
9367,396,805,1023,16884,1420
9368,396,289,345,16885,1372
9369,396,48,0,16887,1260
9370,398,119,0,16888,1300
9371,397,112,0,16890,1300
9372,396,145,0,16891,1300
9373,396,162,56,16893,1348
9374,396,421,484,16894,1368
9375,397,853,1023,16899,3852
9376,396,836,1023,16901,1416
9377,396,405,465,16902,1380
9378,396,35,2,16904,1252
9379,397,110,0,16905,1296
9380,398,96,0,16907,1260
9381,396,136,0,16908,1296
9382,395,152,1,16910,1300
9383,396,306,348,16911,1372
9384,397,866,987,16913,1368
9385,398,912,1023,16914,1412
9386,396,874,1023,16916,1412
9387,395,794,935,16917,1384
9388,396,88,239,16919,1328
9389,397,46,0,16920,1268
9390,397,78,0,16922,1256
9391,397,95,0,16923,1272
9392,395,123,0,16925,1296
9393,395,160,62,16926,3832
9394,398,940,1023,16930,1424
9395,396,899,1023,16932,1412
9396,396,827,1023,16934,1416
9397,395,162,273,16935,1372
9398,396,40,0,16937,1252
9399,397,102,0,16939,1296
9400,397,88,0,16941,1268
9401,395,129,0,16942,1296
9402,395,156,41,16944,1344
9403,396,463,588,16945,1368
9404,397,920,1023,16947,1408
9405,397,934,1023,16948,1412
9406,396,884,1023,16950,1412
9407,395,724,807,16952,1384
9408,396,71,151,16953,1328
9409,396,47,0,16954,1260
9410,397,66,0,16956,1256
9411,396,96,0,16957,1272
9412,396,500,631,16961,1384
9413,397,918,1023,16963,1408
9414,397,937,1023,16965,1420
9415,395,851,1023,16966,1412
9416,395,736,818,16968,1372
9417,396,41,149,16969,1336
9418,396,39,0,16971,1264
9419,397,64,0,16972,1256
9420,396,91,0,16974,1260
9421,395,139,0,16975,1296
9422,395,188,180,16977,1376
9423,396,812,924,16978,1376
9424,397,938,1023,16980,1408
9425,397,920,1023,16982,1420
9426,395,862,1023,16984,1412
9427,395,455,498,16986,1380
9428,396,53,0,16987,1252
9429,396,55,0,16989,1264
9430,395,130,0,16992,1308
9431,395,207,211,16994,1376
9432,396,853,944,16996,1376
9433,397,895,1023,16997,1408
9434,397,917,1023,16999,1412
9435,395,857,1023,17000,1412
9436,395,420,450,17002,1372
9437,396,11,0,17003,1268
9438,397,55,0,17005,1256
9439,397,75,0,17006,1272
9440,395,105,0,17008,1296
9441,395,146,0,17009,1312
9442,395,364,453,17011,1376
9443,396,888,1023,17012,1420
9444,398,900,1023,17014,1412
9445,396,855,1023,17016,1416
9446,395,712,807,17017,1372
9447,396,56,173,17019,1328
9448,397,890,940,17030,1376
9449,398,886,1023,17031,1420
9450,396,847,1023,17033,1408
9451,396,692,773,17035,1384
9452,396,57,164,17036,1328
9453,396,54,0,17037,1260
9454,397,95,0,17039,1256
9455,397,119,0,17040,1312
9456,396,141,0,17042,1296
9457,396,215,198,17043,1388
9458,396,821,876,17045,1368
9459,398,903,1023,17047,1416
9460,398,846,1023,17048,1416
9461,396,832,1023,17050,1408
9462,396,414,474,17051,1384
9463,397,31,21,17053,1292
9464,398,76,0,17054,1264
9465,399,99,0,17056,1264
9466,396,232,228,17060,3932
9467,398,840,890,17061,1384
9468,398,906,1023,17063,1408
9469,399,874,1023,17065,1416
9470,397,813,1022,17067,1412
9471,397,364,416,17069,1372
9472,398,27,0,17070,1252
9473,399,75,0,17072,1256
9474,400,118,0,17073,1296
9475,398,127,0,17075,1300
9476,398,159,48,17076,1336
9477,398,400,465,17078,1368
9478,399,888,999,17079,1376
9479,400,911,1023,17081,1408
9480,399,861,1023,17083,1420
9481,398,784,890,17084,1372
9482,399,76,219,17086,1336
9483,399,70,0,17087,1252
9484,399,139,0,17091,3840
9485,399,157,56,17093,1348
9486,399,428,506,17094,1368
9487,400,899,1015,17096,1412
9488,402,910,1023,17097,1416
9489,400,859,1023,17099,1412
9490,400,755,845,17100,1384
9491,400,63,196,17102,1328
9492,401,38,0,17103,1268
9493,402,86,0,17105,1256
9494,402,111,0,17106,1312
9495,400,136,0,17108,1296
9496,400,191,163,17110,1388
9497,401,752,852,17112,1368
9498,403,913,1023,17114,1424
9499,403,862,1023,17115,1412
9500,401,844,1023,17117,1412
9501,402,500,582,17118,1384
9502,403,107,0,17122,1292
9503,404,108,0,17124,1312
9504,402,133,0,17125,1300
9505,402,175,131,17127,1388
9506,403,646,766,17128,1368
9507,404,906,1023,17130,1408
9508,405,900,1023,17131,1412
9509,404,850,1023,17133,1412
9510,403,576,657,17134,1384
9511,404,35,104,17136,1328
9512,405,64,0,17137,1268
9513,406,94,0,17139,1256
9514,405,121,0,17140,1312
9515,404,149,0,17142,1296
9516,405,279,285,17143,1388
9517,406,862,913,17145,1368
9518,407,912,1023,17147,1412
9519,407,852,1023,17148,1412
9520,406,71,225,17153,3796
9521,407,61,0,17155,1252
9522,408,119,0,17156,1296
9523,407,123,0,17158,1304
9524,407,154,0,17159,1296
9525,407,256,253,17161,1380
9526,408,825,893,17162,1368
9527,409,913,1023,17164,1408
9528,409,883,1023,17165,1420
9529,408,834,1009,17167,1412
9530,408,300,370,17169,1384
9531,409,63,0,17170,1252
9532,410,82,0,17171,1272
9533,411,103,0,17173,1296
9534,409,133,0,17174,1312
9535,409,164,66,17176,1336
9536,409,456,509,17178,1380
9537,410,862,989,17179,1368
9538,412,846,1023,17183,3864
9539,410,403,472,17185,1380
9540,411,65,46,17186,1292
9541,412,79,0,17188,1252
9542,413,123,0,17189,1296
9543,412,131,0,17191,1304
9544,412,165,45,17192,1336
9545,412,400,435,17195,1376
9546,413,854,954,17196,1372
9547,414,911,1023,17198,1408
9548,414,873,1023,17199,1424
9549,413,788,892,17201,1372
9550,413,83,242,17203,1344
9551,414,76,0,17204,1252
9552,415,94,0,17205,1272
9553,415,116,0,17207,1296
9554,414,142,0,17208,1312
9555,415,183,134,17210,1372
9556,415,674,749,17214,3812
9557,417,881,1023,17216,1424
9558,416,805,942,17217,1372
9559,416,161,263,17219,1376
9560,417,73,0,17220,1252
9561,418,88,0,17222,1264
9562,419,131,0,17223,1296
9563,418,141,0,17225,1308
9564,418,180,108,17226,1372
9565,419,585,663,17228,1376
9566,420,877,1023,17229,1412
9567,421,909,1023,17231,1412
9568,420,862,1023,17232,1424
9569,420,616,709,17234,1372
9570,420,51,153,17236,1336
9571,421,100,0,17238,1292
9572,422,100,0,17240,1304
9573,422,144,0,17241,1300
9574,422,155,0,17243,3800
9575,424,909,903,17247,1384
9576,425,876,1023,17248,1408
9577,424,867,1023,17250,1412
9578,424,632,723,17251,1376
9579,425,54,167,17253,1336
9580,426,71,0,17254,1268
9581,427,106,0,17256,1296
9582,427,130,0,17257,1296
9583,426,157,0,17259,1300
9584,427,262,238,17260,1380
9585,427,849,851,17262,1368
9586,429,912,1023,17263,1420
9587,430,891,1023,17265,1412
9588,429,842,1015,17267,1420
9589,429,322,397,17268,1372
9590,430,43,29,17270,1292
9591,431,94,0,17271,1256
9592,432,115,0,17273,1296
9593,436,863,966,17284,1388
9594,436,539,583,17285,1368
9595,437,54,121,17287,1336
9596,439,117,0,17288,1292
9597,440,114,0,17290,1304
9598,441,157,0,17291,1296
9599,442,171,19,17293,1340
9600,443,345,317,17294,1372
9601,444,885,847,17296,1368
9602,446,916,1023,17297,1416
9603,447,890,1023,17299,1408
9604,448,830,956,17300,1384
9605,450,184,310,17302,1372
9606,451,64,35,17304,1296
9607,452,142,0,17305,1292
9608,454,153,0,17307,1312
9609,455,182,0,17308,1296
9610,456,234,167,17310,1388
9611,461,894,868,17314,1384
9612,462,846,1002,17315,1408
9613,463,784,869,17317,1372
9614,464,186,280,17318,1376
9615,464,92,24,17320,1300
9616,465,134,0,17321,1300
9617,466,167,0,17324,1292
9618,466,211,85,17325,1340
9619,467,348,273,17327,1368
9620,467,549,532,17328,1384
9621,468,759,795,17330,1372
9622,468,778,887,17332,1384
9623,469,770,852,17333,1368
9624,469,611,659,17335,1376
9625,469,348,347,17336,1368
9626,470,204,109,17338,1368
9627,470,205,33,17339,1336
9628,471,210,76,17341,1332
9629,472,547,508,17345,1368
9630,472,780,812,17346,1384
9631,473,783,900,17348,1368
9632,473,774,855,17350,1384
9633,473,588,630,17351,1372
9634,474,307,293,17353,1376
9635,474,208,79,17354,1332
9636,475,206,31,17356,1332
9637,475,215,78,17357,1336
9638,475,294,221,17359,1368
9639,476,498,472,17360,1376
9640,476,725,760,17362,1368
9641,477,787,915,17363,1384
9642,477,783,905,17366,1368
9643,477,702,770,17368,1384
9644,477,446,461,17369,1368
9645,477,207,148,17371,1368
9646,478,210,32,17372,3484
9647,478,233,139,17376,1372
9648,479,462,408,17377,1384
9649,479,695,707,17379,1368
9650,479,788,892,17381,1384
9651,479,782,899,17382,1368
9652,479,722,790,17384,1368
9653,479,482,510,17385,1376
9654,479,214,183,17387,1368
9655,479,208,55,17388,1344
9656,480,212,55,17390,1332
9657,480,224,125,17391,1380
9658,480,377,318,17393,1372
9659,480,583,577,17395,1384
9660,480,777,826,17396,1368
9661,480,785,900,17398,1376
9662,480,766,850,17399,1368
9663,480,597,646,17401,1368
9664,480,353,0,17405,3652
9665,480,216,63,17406,1336
9666,481,241,140,17409,1376
9667,480,386,323,17410,1368
9668,481,576,565,17412,1368
9669,481,755,796,17413,1376
9670,481,784,883,17415,1368
9671,481,758,839,17416,1384
9672,481,597,645,17418,1368
9673,481,357,355,17420,1376
9674,481,214,135,17421,1368
9675,481,211,60,17423,1332
9676,481,219,100,17424,1372
9677,481,308,234,17426,1368
9678,481,492,460,17427,1376
9679,481,689,714,17429,1368
9680,481,787,878,17430,1384
9681,481,783,882,17432,1368
9682,481,384,337,17436,3792
9683,481,210,117,17438,1384
9684,481,213,51,17439,1332
9685,481,217,97,17441,1336
9686,481,314,241,17442,1368
9687,481,505,476,17444,1368
9688,481,707,737,17445,1376
9689,481,788,891,17447,1368
9690,482,783,886,17448,1384
9691,481,690,753,17451,1368
9692,481,452,472,17453,1384
9693,482,211,173,17454,1368
9694,481,210,62,17456,1336
9695,481,216,72,17457,1332
9696,482,249,155,17459,1368
9697,482,407,353,17460,1368
9698,482,612,611,17462,1368
9699,482,786,842,17463,1376
9700,482,755,822,17467,1380
9701,481,481,515,17469,1368
9702,481,226,200,17470,1384
9703,481,211,77,17472,1332
9704,482,215,80,17473,1340
9705,482,255,164,17475,1368
9706,481,412,361,17477,1384
9707,481,612,615,17478,1372
9708,482,785,840,17480,1376
9709,482,783,896,17481,1368
9710,482,746,828,17483,1368
9711,482,567,612,17484,1376
9712,482,326,314,17486,1368
9713,482,212,119,17487,1384
9714,482,213,64,17489,1332
9715,481,219,111,17491,1380
9716,482,332,263,17492,1368
9717,482,517,490,17495,3856
9718,482,784,846,17499,1380
9719,482,730,790,17500,1372
9720,482,542,570,17502,1372
9721,481,304,282,17503,1376
9722,481,212,106,17505,1368
9723,482,214,64,17506,1344
9724,482,224,119,17508,1368
9725,481,351,284,17510,1384
9726,482,540,524,17511,1368
9727,482,733,777,17513,1372
9728,482,783,893,17514,1384
9729,482,779,869,17516,1368
9730,482,645,699,17517,1384
9731,481,401,403,17519,1368
9732,481,211,144,17521,1384
9733,481,212,51,17522,1332
9734,482,216,80,17524,1336
9735,481,277,189,17543,18368
9736,482,404,383,17544,1380
9737,482,671,693,17546,1372
9738,482,786,883,17547,1380
9739,482,783,890,17549,1372
9740,482,695,761,17551,1380
9741,482,456,467,17552,1372
9742,481,210,153,17554,1372
9743,482,212,38,17555,1336
9744,481,213,59,17557,1336
9745,482,237,139,17558,1380
9746,482,400,349,17560,1372
9747,482,618,626,17561,1380
9748,482,787,864,17563,1372
9749,482,786,922,17565,1380
9750,482,765,859,17566,1372
9751,482,580,623,17568,1376
9752,481,309,287,17569,1372
9753,481,214,61,17573,3788
9754,481,247,152,17575,1380
9755,481,422,373,17576,1384
9756,482,642,653,17579,1368
9757,482,787,875,17580,1384
9758,482,786,919,17582,1372
9759,481,755,843,17584,1384
