Time (sec),AccY (m/s^2),AccZ (m/s^2),Gyro (deg/s)
25.97,-8.775352,-8.277188,40.6235
25.98,-0.8047266,-7.031778,36.4705
25.99,-7.395821,-7.33834,28.90288
26.001,-1.26457,-7.549102,29.93614
26.01,-6.859336,-8.851993,28.10354
26.02,-1.590293,-8.219707,27.42241
26.03,-8.028106,-8.43047,38.45427
26.04,-5.556446,-7.070098,35.03492
26.05,-2.184258,-8.487949,28.62776
26.06,-8.871153,-8.238868,27.95231
26.07,-3.084785,-8.50711,35.5094
26.08,-9.216036,-8.315508,44.59087
26.09,-1.820215,-7.683223,45.31869
26.101,-9.369317,-8.392149,47.57284
26.111,-0.1149609,-7.510782,38.96961
26.12,-6.552774,-7.913145,35.91726
26.13,-8.50711,-8.181387,49.26735
26.14,-9.177715,-7.989786,54.38573
26.15,-7.127578,-8.047266,44.80899
26.162,-11.15121,-8.56459,45.47235
26.17,-11.15121,-8.54543,31.38319
26.182,-1.072969,-6.686895,29.66449
26.19,-12.10922,-8.717872,50.6363
26.201,-2.644102,-7.491621,46.91299
26.21,-11.47693,-8.737032,31.11272
26.22,-3.563789,-5.594766,24.09117
26.23,-3.832031,-8.56459,26.64591
26.242,-4.636758,-5.882168,21.7585
26.25,-4.636758,-5.863008,26.02368
26.26,-8.871153,-7.37666,18.57842
26.27,-6.09293,-6.284532,13.02255
26.28,-3.65959,-8.851993,7.222773
26.29,-7.491621,-6.763535,1.118121
26.301,-4.138594,-9.101074,-4.129326
26.311,-5.441484,-6.533614,-14.20002
26.322,-3.506309,-8.047266,-25.00059
26.33,-3.927832,-6.935977,-17.32029
26.342,-11.74518,-7.491621,-26.35257
26.35,-3.717071,-5.556446,-34.03813
26.36,-3.69791,-9.062755,-45.62875
26.37,-5.939649,-6.648574,-51.12316
26.38,-2.759063,-8.602911,-54.23952
26.39,-6.897656,-7.779024,-60.28271
26.401,-3.602109,-9.77168,-67.96894
26.411,-4.540957,-7.395821,-74.01508
26.42,-8.890313,-7.932305,-69.08194
26.43,-3.065625,-9.139395,-72.01467
26.44,-3.544629,-7.37666,-83.48398
26.45,-1.092129,-7.223379,-94.95329
26.46,-4.138594,-8.871153,-93.67869
26.47,-9.886642,-8.238868,-85.45252
26.482,-4.445157,-9.848321,-90.03399
26.49,-8.392149,-7.549102,-92.04895
26.501,-1.149609,-7.414981,-93.45416
26.512,-6.284532,-7.625742,-98.27931
26.52,-1.686094,-7.874825,-98.89416
26.53,-4.464316,-10.11656,-96.09438
26.54,-4.981641,-7.683223,-95.73361
26.55,-1.015488,-9.503438,-96.77529
26.56,-4.330195,-7.913145,-98.18282
26.57,-0.3832031,-10.55725,-100.3208
26.58,-4.253555,-9.177715,-98.61741
26.59,-3.582949,-7.606582,-93.98714
26.601,-4.560117,-9.120234,-93.07444
26.61,-2.126777,-8.296348,-89.41978
26.62,-0.9580079,-10.44229,-93.93801
26.63,-4.636758,-8.047266,-94.24691
26.642,-0.977168,-9.905801,-92.42368
26.65,-4.368516,-7.625742,-84.07203
26.66,0.6897656,-9.330997,-83.7102
26.67,-1.762734,-10.23152,-86.76454
26.68,1.590293,-9.7142,-88.66036
26.69,-3.142266,-9.637559,-84.09276
26.7,2.241738,-10.65305,-82.99798
26.711,-4.061953,-9.465117,-75.50629
26.72,-0.1149609,-8.775352,-79.59715
26.73,1.916016,-10.0974,-84.11484
26.74,-4.502637,-9.139395,-79.85204
26.75,0.5364844,-10.0974,-69.73558
26.76,-4.368516,-9.292676,-64.6801
26.77,4.445157,-9.407638,-69.62
26.78,-1.22625,-9.944121,-78.40138
26.79,5.997129,-8.794512,-63.64617
26.801,-3.602109,-9.330997,-74.50027
26.811,6.13125,-9.043594,-59.92912
26.82,6.13125,-9.024434,-71.63868
26.83,2.356699,-10.05908,-69.07995
26.84,4.694239,-8.238868,-70.42366
26.85,-5.000801,-9.081915,-55.79176
26.86,3.563789,-11.61106,-44.26962
26.87,-2.43334,-10.30816,-46.40771
26.88,3.525469,-11.07457,-56.10677
26.89,1.092129,-6.859336,-57.69608
26.9,1.916016,-10.40396,-55.13708
26.911,0.977168,-7.089258,-47.39807
26.92,2.39502,-11.8793,-42.0951
26.93,0.4981641,-9.484278,-47.27992
26.94,2.950664,-10.94045,-47.22084
26.95,-0.5748047,-8.334668,-41.55201
26.96,2.663262,-8.487949,-37.46855
26.97,3.008145,-10.61473,-38.87496
26.98,3.602109,-8.794512,-42.53747
26.99,2.4525,-10.23152,-42.78534
27.001,4.387676,-9.503438,-44.18977
27.01,1.590293,-10.21236,-40.10838
27.022,0.4215235,-8.123906,-38.9595
27.03,5.019961,-10.26984,-45.79118
27.04,0.8430469,-9.829161,-47.93017
27.05,1.532813,-7.529942,-45.73988
27.06,0.2299219,-8.813672,-44.34227
27.07,2.567461,-8.258028,-47.08748
27.08,4.579278,-10.25068,-52.63757
27.09,0.03832031,-8.602911,-54.10229
27.101,4.119434,-10.48061,-59.4688
27.11,0.07664063,-7.280859,-54.65304
27.12,4.981641,-8.660391,-55.62875
27.13,0.7089258,-7.395821,-63.67759
27.14,5.594766,-8.660391,-65.75082
27.15,2.529141,-10.0016,-67.27527
27.16,1.954336,-7.012618,-61.36069
27.17,1.532813,-8.794512,-64.41153
27.18,3.506309,-7.529942,-70.20627
27.19,6.686895,-9.963282,-71.61076
27.211,5.594766,-9.350157,-75.39228
27.222,0.3448828,-7.740704,-69.78053
27.23,7.932305,-8.468789,-64.65656
27.24,0.9963282,-7.721543,-73.86085
27.25,9.81,-8.56459,-70.01737
27.26,1.283731,-7.529942,-58.9178
27.27,3.314707,-9.158555,-57.14901
27.28,10.46145,-7.568262,-70.98998
27.29,6.399492,-9.560919,-69.64803
27.3,8.468789,-6.246211,-69.03778
27.313,7.050938,-11.11289,-66.41559
27.32,6.246211,-5.039121,-56.78211
27.33,3.812871,-7.836504,-56.35801
27.34,6.342012,-9.733359,-65.81106
27.35,5.173243,-4.655918,-69.83727
27.36,4.962481,-8.334668,-59.90007
27.37,5.441484,-5.652246,-60.63221
27.38,7.529942,-9.541759,-67.03507
27.39,4.042793,-7.223379,-68.49892
27.4,7.568262,-9.101074,-68.31643
27.415,6.437813,-6.246211,-72.09713
27.421,7.434141,-8.334668,-73.86559
27.43,4.081113,-5.709727,-72.82887
27.442,7.165899,-6.342012,-76.48725
27.45,7.395821,-8.487949,-84.77989
27.46,4.425996,-5.096602,-82.70663
27.47,7.37666,-8.085587,-88.2537
27.48,4.943321,-4.598438,-90.32517
27.49,7.951465,-6.284532,-94.77468
27.5,7.146739,-7.2617,-101.1754
27.512,7.759863,-6.763535,-105.8087
27.521,7.395821,-6.801856,-113.9176
27.53,6.303692,-3.544629,-110.5639
27.54,7.798184,-6.821016,-114.5882
27.55,6.821016,-3.448828,-119.1614
27.56,7.913145,-7.683223,-130.9296
27.57,7.989786,-4.330195,-132.9401
27.58,7.165899,-3.276387,-137.6946
27.59,8.258028,-2.835703,-130.9246
27.6,8.085587,-3.333867,-136.6546
27.614,8.085587,-1.437012,-141.7148
27.62,9.043594,-4.157754,-146.1033
27.63,8.641231,-5.249883,-146.8932
27.64,8.028106,-1.16877,-139.0255
27.65,10.57641,-3.774551,-140.1212
27.66,8.583751,-1.417852,-139.3876
27.67,11.03625,-4.464316,-141.0314
27.68,6.763535,-2.107617,-133.8947
27.69,9.963282,-1.666934,-129.9286
27.7,5.345684,-0.9388477,-133.2188
27.713,12.95227,-3.295547,-118.0955
27.72,10.80633,-0.3832031,-132.6068
27.73,4.809199,-1.781895,-121.2666
27.74,10.0016,3.008145,-106.9991
27.75,9.675879,-2.950664,-114.1341
27.76,9.062755,-1.973496,-110.6593
27.77,10.23152,0.9388477,-98.76839
27.782,6.265371,0.5748047,-95.23077
27.79,10.99793,-0.364043,-86.44993
27.8,12.72234,-0.4406836,-90.53461
27.814,13.18219,-2.797383,-74.74158
27.821,10.57641,2.816543,-84.13189
27.83,7.37666,-0.09580079,-71.32825
27.842,9.81,3.65959,-63.46365
27.85,9.81,3.67875,-67.73235
27.86,6.648574,-0.2299219,-59.9283
27.87,10.72969,2.145938,-58.89087
27.88,12.93311,-1.283731,-61.51196
27.89,12.24334,-0.01916016,-58.95014
27.9,11.17037,1.954336,-48.27856
27.913,13.39295,-1.379531,-57.42448
27.922,9.426797,4.790039,-41.69306
27.93,7.625742,-0.6897656,-45.84012
27.94,10.42313,0.09580079,-50.59694
27.95,9.79084,4.023633,-39.80498
27.96,10.71053,-1.24541,-39.43984
27.97,10.95961,3.142266,-40.10992
27.982,10.97877,-0.2299219,-40.29185
27.99,5.805528,3.238066,-37.3647
28,12.14754,1.571133,-35.41281
28.016,13.69951,0.3257227,-45.16858
28.02,13.69951,0.3448828,-40.10727
28.031,8.008945,1.954336,-40.47395
28.04,8.008945,1.973496,-30.6573
28.05,5.556446,4.406836,-28.64552
28.06,9.79084,-0.7472461,-28.76788
28.07,12.76066,3.180586,-39.61997
28.08,10.42313,-1.437012,-45.65499
28.09,9.944121,5.249883,-32.11684
28.1,9.024434,2.759063,-32.11528
28.112,8.679551,5.575606,-34.30962
28.12,11.15121,2.011817,-40.04099
28.13,7.989786,1.647774,-41.01792
28.14,8.756192,4.713398,-34.73832
28.15,12.03258,0.9963282,-38.27578
28.16,9.656719,4.291875,-43.21569
28.17,11.5919,1.437012,-44.79929
28.18,5.920488,3.985313,-39.06582
28.19,10.71053,3.333867,-38.08845
28.2,5.671406,4.061953,-39.42815
28.213,8.737032,3.065625,-44.12239
28.22,6.016289,3.755391,-55.70575
28.23,13.27799,2.529141,-56.43411
28.24,6.744375,3.793711,-43.44407
28.25,7.37666,3.142266,-51.42964
28.26,13.58455,3.793711,-64.1713
28.27,9.426797,3.084785,-67.52486
28.28,12.85647,4.598438,-58.86621
28.29,3.793711,4.540957,-51.54903
28.3,11.15121,3.333867,-54.65868
28.313,3.65959,3.870352,-57.03667
28.32,12.76066,3.372188,-73.31828
28.33,8.928633,6.16957,-84.35841
28.34,3.870352,3.793711,-63.2632
28.35,6.533614,6.610254,-61.80214
28.36,5.211563,3.812871,-75.15816
28.37,13.50791,4.215235,-89.3031
28.38,5.154082,7.434141,-89.7895
28.39,12.33914,5.479805,-75.70274
28.4,5.384004,7.242539,-69.11596
28.42,6.495293,6.801856,-77.77309
28.43,8.871153,2.529141,-78.74808
28.44,8.066426,8.219707,-82.58923
28.45,7.874825,6.361172,-78.01575
28.46,7.30002,8.583751,-80.02763
28.47,9.024434,5.901329,-84.29636
28.48,6.629415,5.096602,-83.56507
28.49,7.2617,8.315508,-77.52892
28.5,5.326524,5.939649,-76.06593
28.51,7.625742,7.625742,-74.35904
28.521,4.100274,7.549102,-72.52963
28.53,8.756192,6.821016,-78.44385
28.54,8.775352,6.571934,-70.82162
28.55,3.238066,7.740704,-68.80916
28.56,10.49977,5.805528,-77.16255
28.57,6.495293,7.874825,-83.505
28.58,11.70686,6.571934,-76.12794
28.59,4.081113,9.75252,-64.72649
28.6,4.176914,5.633086,-62.04456
28.61,3.448828,9.75252,-61.98457
28.621,5.575606,5.249883,-63.44768
28.63,9.196876,8.334668,-72.28823
28.64,3.755391,9.675879,-72.34861
28.65,6.571934,4.215235,-68.14068
28.66,3.774551,9.216036,-74.66447
28.67,7.031778,4.655918,-84.48138
28.68,6.648574,10.26984,-88.81048
28.69,6.648574,5.556446,-86.12739
28.7,6.13125,10.55725,-83.01746
28.71,3.602109,8.143066,-86.91973
28.721,5.230723,11.41945,-90.33588
28.73,3.755391,7.453301,-93.1453
28.74,5.882168,7.108418,-100.0386
28.75,4.425996,11.70686,-101.8709
28.76,4.100274,7.2617,-99.00803
28.77,3.985313,11.63022,-97.24258
28.78,4.004473,6.801856,-103.0991
28.79,4.330195,8.737032,-103.2239
28.8,3.927832,11.07457,-102.2511
28.81,3.161426,9.560919,-98.77837
28.832,2.069297,10.42313,-93.71875
28.84,5.230723,9.043594,-96.64763
28.85,3.084785,8.52627,-94.08869
28.862,6.05461,8.449629,-93.05326
28.87,6.05461,8.468789,-87.50426
28.88,1.647774,9.426797,-82.99165
28.89,6.993457,9.273516,-84.51561
28.903,2.41418,7.30002,-71.46619
28.91,2.41418,7.31918,-61.16109
28.92,-0.1532813,11.8793,-56.71014
28.931,2.241738,5.863008,-53.11271
28.94,3.563789,10.49977,-55.06431
28.95,3.563789,10.51893,-50.85726
28.96,0.3448828,11.43861,-46.83313
28.97,4.579278,9.369317,-45.49258
28.98,1.111289,9.292676,-41.40813
28.99,0.3065625,10.42313,-36.65296
29,-0.8238868,11.22785,-25.00754
29.011,1.494492,8.104747,-19.3987
29.02,5.249883,10.02076,-31.89971
29.04,3.257227,11.64938,-21.71882
29.05,0.4598438,10.25068,-8.18325
29.062,1.053809,11.99426,-10.86835
29.07,1.494492,10.1932,-14.58903
29.08,1.283731,7.836504,-12.51818
29.09,0.613125,11.82182,-11.05709
29.1,2.529141,9.77168,-8.254531
29.11,0.2874024,11.32365,-10.69588
29.12,2.874024,9.465117,-13.98893
29.13,0.613125,8.832832,-14.53808
29.141,2.854863,8.890313,-18.31875
29.15,0.5173243,9.062755,-17.70954
29.16,-0.1724414,10.84465,-17.10016
29.17,2.299219,8.737032,-22.58809
29.18,0.5556446,9.311836,-28.25896
29.19,1.628613,8.392149,-31.85665
29.2,1.111289,9.177715,-36.5519
29.21,-0.4981641,11.43861,-38.93008
29.22,0.5939649,8.104747,-35.51693
29.23,-1.053809,11.36197,-40.21354
29.241,2.912344,11.01709,-45.58014
29.25,-2.739902,10.86381,-46.2531
29.26,0.728086,7.855664,-60.88873
29.27,3.372188,11.07457,-56.62165
29.28,-4.502637,9.177715,-53.08628
29.29,1.743574,9.522598,-58.08749
29.3,-5.154082,9.043594,-72.23505
29.31,2.567461,10.49977,-73.94358
29.32,0.9388477,9.330997,-86.08007
29.33,-4.809199,9.81,-87.72875
29.341,0.1341211,8.698711,-91.51042
29.35,-3.793711,10.289,-79.98954
29.36,0.7855664,9.848321,-89.68701
29.37,-1.092129,8.813672,-96.63974
29.38,0.1724414,10.13572,-98.16565
29.39,-0.7664063,9.043594,-96.70374
29.4,-3.736231,10.78717,-95.97355
29.41,-1.034649,8.602911,-99.63361
29.42,-3.62127,10.72969,-99.87949
29.43,-1.16877,9.273516,-106.8937
29.441,-3.736231,10.51893,-103.2971
29.45,-2.011817,8.756192,-113.6659
29.46,-1.916016,8.258028,-114.5825
29.47,-3.946992,11.20869,-109.7062
29.48,-3.333867,7.989786,-111.3543
29.49,-4.579278,10.51893,-116.539
29.5,-3.65959,6.648574,-123.37
29.51,-1.551973,10.26984,-125.079
29.52,-6.03545,10.36565,-130.5051
29.53,-1.839375,10.74885,-117.8214
29.541,-8.487949,8.50711,-129.7113
29.55,-2.069297,7.127578,-117.1492
29.56,-2.854863,10.1932,-125.1972
29.57,-0.1724414,8.238868,-136.1097
29.58,-5.134922,9.158555,-124.5222
29.59,-9.982442,7.989786,-116.5933
29.605,-6.935977,7.721543,-140.5536
29.61,-9.062755,7.33834,-118.4184
29.62,-0.05748047,8.717872,-140.429
29.63,-9.139395,7.37666,-130.2446
29.641,-0.6514453,8.296348,-137.5609
29.65,-10.74885,6.897656,-131.1561
29.66,-6.07377,7.127578,-120.118
29.67,-1.973496,7.798184,-131.2781
29.68,-5.000801,7.549102,-129.6944
29.69,-3.582949,7.204219,-115.1838
29.7,-12.01342,5.939649,-103.2952
29.71,-3.103945,7.012618,-101.1016
29.72,-12.3583,5.767207,-99.33477
29.73,-1.839375,6.246211,-110.0069
29.741,-11.7835,5.345684,-105.4345
29.75,-1.820215,5.901329,-109.2171
29.76,-9.944121,5.920488,-87.93801
29.77,-10.289,4.905,-84.52422
29.78,-1.973496,5.901329,-91.90311
29.79,-12.39662,5.633086,-105.0137
29.8,-2.605781,5.671406,-90.3804
29.81,-14.1402,5.537285,-91.17391
29.82,-6.514453,4.138594,-80.80795
29.83,-14.19768,4.349356,-94.52734
29.842,-5.326524,4.732559,-75.13703
29.85,-5.843848,4.694239,-87.81977
29.86,-14.44676,3.812871,-78.36842
29.87,-8.258028,3.889512,-72.94189
29.88,-14.06356,4.272715,-82.45438
29.89,-3.487149,4.809199,-96.23516
29.9,-9.618399,2.318379,-99.22326
29.91,-4.081113,3.908672,-99.65038
29.92,-10.42313,1.896856,-91.90714
29.93,-11.51525,4.943321,-83.06633
29.941,-9.905801,1.839375,-86.72521
29.95,-10.74885,4.86668,-87.76278
29.96,-6.610254,1.877695,-96.78783
29.97,-10.69137,2.165098,-91.97129
29.98,-9.867481,3.908672,-86.97182
29.99,-10.1932,2.184258,-86.17968
30,-10.02076,3.391348,-85.02168
30.01,-10.63389,2.088457,-84.22954
30.02,-9.848321,3.314707,-93.1929
30.03,-7.108418,-0.01916016,-88.00992
30.041,-8.756192,2.184258,-88.61965
30.05,-8.047266,-0.09580079,-84.77811
30.06,-11.09373,2.644102,-75.14391
30.07,-8.238868,1.149609,-80.99806
30.08,-8.52627,-0.09580079,-79.53514
30.09,-11.24701,2.720742,-76.66978
30.104,-9.139395,-0.4023633,-69.17052
30.11,-11.34281,2.47166,-62.15858
30.12,-6.993457,-0.7089258,-59.29371
30.13,-10.51893,0,-65.45322
30.141,-6.935977,-1.551973,-57.95372
30.15,-11.49609,0.6897656,-55.76008
30.16,-9.120234,0.977168,-47.65131
30.17,-12.31998,1.053809,-43.81004
30.18,-8.162227,0.5556446,-47.71266
30.19,-7.740704,-1.973496,-48.68845
30.2,-12.72234,1.072969,-39.29839
30.21,-9.062755,-1.705254,-38.68881
30.22,-12.43494,1.20709,-39.54139
30.23,-6.571934,-1.092129,-46.0647
30.241,-12.12838,1.26457,-36.85684
30.25,-6.744375,-1.417852,-43.50156
30.26,-9.426797,-1.916016,-37.40292
30.27,-11.95594,1.475332,-38.01148
30.28,-7.37666,-1.609453,-42.40052
30.29,-11.82182,0.3257227,-48.61884
30.3,-8.487949,-1.417852,-55.32495
30.31,-8.392149,-2.529141,-57.15302
30.32,-11.36197,0.4790039,-62.94793
30.33,-6.514453,-2.816543,-59.53553
30.34,-10.21236,0.7089258,-75.81712
30.35,-13.06723,-2.030977,-67.46681
30.36,-4.981641,-1.015488,-72.53001
30.37,-12.77983,0.03832031,-76.37131
30.38,-5.326524,-1.456172,-90.02967
30.39,-8.890313,-4.790039,-93.44414
30.4,-12.1667,1.896856,-92.95616
30.41,-7.779024,-3.755391,-102.6511
30.42,-11.15121,-2.145938,-100.5809
30.43,-10.0974,-2.375859,-104.0594
30.45,-11.9751,-3.525469,-113.6965
30.461,-9.7142,-4.138594,-113.2736
30.47,-9.7142,-4.119434,-129.1892
30.48,-4.330195,-3.142266,-121.4462
30.49,-10.74885,-6.03545,-117.4838
30.5,-10.99793,-1.26457,-122.9116
30.51,-4.138594,-4.330195,-125.7174
30.52,-9.637559,-2.145938,-134.1964
30.53,-5.939649,-5.460645,-141.029
30.54,-9.7142,-5.537285,-135.6056
30.56,-8.679551,-4.962481,-139.8802
30.57,-8.181387,-4.521797,-132.9928
30.58,-5.613926,-7.146739,-137.1421
30.59,-8.487949,-5.479805,-139.9499
30.6,-4.92416,-7.874825,-132.9406
30.61,-8.468789,-5.939649,-132.1509
30.62,-6.380332,-5.192402,-123.7388
30.63,-8.392149,-5.460645,-124.839
30.64,-5.230723,-6.916817,-129.2928
30.65,-5.863008,-7.836504,-127.0393
30.662,-4.483477,-7.30002,-122.4064
30.67,-5.613926,-8.143066,-116.3108
30.68,-8.123906,-5.115762,-110.5812
30.69,-3.851192,-8.641231,-116.0703
30.7,-6.533614,-8.238868,-116.8034
30.71,-3.142266,-9.196876,-114.3048
30.72,-7.280859,-7.185059,-107.1092
30.73,-4.655918,-7.070098,-100.8892
30.74,-2.912344,-10.15488,-105.0961
30.75,-3.736231,-7.414981,-107.9005
30.762,-3.238066,-9.81,-100.6442
30.77,-1.743574,-8.641231,-104.7341
30.78,-1.743574,-8.62207,-89.79994
30.79,-6.591094,-6.821016,-96.08526
30.8,-0.364043,-9.465117,-101.6999
30.81,-6.437813,-8.813672,-100.6071
30.82,0.728086,-9.407638,-83.65822
30.83,-7.893985,-8.487949,-76.52638
30.84,-2.969824,-8.392149,-83.11407
30.85,0.4598438,-9.541759,-78.84808
30.862,-0.4790039,-9.158555,-74.15411
30.87,-0.8047266,-8.315508,-87.75326
30.88,-8.54543,-8.468789,-59.64393
30.89,1.666934,-10.80633,-64.7663
30.9,-6.591094,-9.081915,-78.66914
30.91,1.341211,-11.01709,-73.91348
30.92,-3.67875,-5.805528,-74.70467
30.93,-3.602109,-10.84465,-51.41051
30.94,-3.161426,-6.648574,-52.87244
30.95,-2.011817,-11.9751,-60.12706
30.962,-2.299219,-7.625742,-49.21168
30.97,-1.379531,-11.38113,-53.11548
30.98,-3.257227,-8.162227,-45.12978
30.99,-0.9005274,-8.54543,-45.07091
31,-1.398691,-11.05541,-47.51203
31.01,0.249082,-8.986114,-40.8678
31.02,-1.762734,-10.80633,-40.26006
31.03,-3.276387,-7.37666,-36.48159
31.04,0.7855664,-10.15488,-34.5324
31.05,-2.4525,-7.529942,-40.63197
31.062,1.22625,-10.94045,-34.77933
31.071,-1.20709,-7.932305,-39.60159
31.08,-1.20709,-7.913145,-31.06919
31.09,-4.176914,-8.679551,-30.58557
31.104,0.4598438,-11.22785,-35.53086
31.11,0.4598438,-11.20869,-39.00856
31.12,-4.272715,-8.047266,-41.93889
31.13,-0.6322852,-11.26617,-38.16189
31.14,-3.64043,-7.740704,-33.04344
31.15,1.801055,-9.69504,-33.77864
31.162,-3.103945,-7.3575,-34.08527
31.171,2.299219,-10.05908,-39.269
31.18,-1.820215,-10.65305,-37.62173
31.19,-1.954336,-7.37666,-35.48665
31.2,-2.529141,-9.848321,-38.96133
31.21,-0.5939649,-7.625742,-38.53357
31.22,2.337539,-11.28533,-46.39925
31.23,-2.931504,-9.081915,-41.76495
31.24,1.916016,-11.61106,-42.49649
31.25,-3.161426,-8.143066,-35.11829
31.271,-3.257227,-7.759863,-30.91287
31.28,3.62127,-10.0016,-40.91494
31.29,-0.7664063,-10.69137,-30.917
31.3,-2.280059,-8.104747,-25.49224
31.31,4.86668,-10.11656,-21.95771
31.32,-0.5556446,-8.986114,-27.51004
31.33,5.518125,-10.21236,-36.84285
31.34,-4.291875,-8.737032,-21.54152
31.35,1.743574,-10.21236,-10.02068
31.36,-4.751719,-8.008945,-15.0852
31.372,2.759063,-7.702383,-4.354043
31.38,-3.314707,-8.62207,-8.867892
31.39,3.008145,-12.03258,-14.23485
31.4,1.26457,-6.686895,-2.833513
31.41,-0.728086,-10.0974,-2.834616
31.42,1.916016,-10.92129,-13.20081
31.43,1.111289,-11.26617,-15.0914
31.44,1.034649,-10.15488,-13.14052
31.45,0.364043,-7.242539,-3.445749
31.46,1.494492,-11.82182,-3.62902
31.471,0.7664063,-7.759863,-4.849481
31.482,1.532813,-11.57273,-4.853278
31.49,0.1532813,-8.660391,-10.89081
31.504,1.743574,-11.45777,-10.89366
31.51,0.2682422,-7.817344,-11.13851
31.52,0.5939649,-8.641231,-10.10445
31.53,1.896856,-11.47693,-13.27771
31.54,0.6514453,-7.33834,-20.04852
31.55,2.069297,-10.95961,-22.18519
31.562,-0.2299219,-10.23152,-28.83534
31.58,0.3065625,-6.974297,-21.03429
31.59,-0.4790039,-10.34649,-34.75636
31.6,4.560117,-9.848321,-40.91745
31.61,-0.9196875,-8.104747,-44.51757
31.62,5.652246,-9.388477,-27.68676
31.63,-2.605781,-8.487949,-26.77057
31.64,2.184258,-9.924961,-38.11049
31.65,5.403164,-9.465117,-50.79187
31.662,4.119434,-9.580078,-35.36226
31.67,4.598438,-9.273516,-35.48299
31.681,6.533614,-9.982442,-51.64031
31.69,2.4525,-8.52627,-36.63664
31.7,-2.931504,-8.737032,-44.07322
31.71,7.721543,-10.21236,-49.19273
31.72,0.5748047,-7.30002,-35.04774
31.73,-0.728086,-10.03992,-16.5735
31.74,0.3832031,-5.920488,-12.55046
31.75,1.609453,-11.61106,-21.27133
31.76,4.291875,-9.503438,-24.87025
31.77,3.353028,-12.12838,-12.86031
31.781,0.4981641,-8.660391,-6.519976
31.791,4.023633,-7.874825,6.037621
31.804,0.07664063,-7.070098,14.93668
